"county","year","var_name","magnitude","temporal","value","category"
"Meath","2011-2016","All types of sewerage","absolute","change",1939,"sewerage"
"Meath","2011-2016","All types of sewerage","relative","change",3.13,"sewerage"
"Meath","2011-2016","Individual septic tank","absolute","change",85,"sewerage"
"Meath","2011-2016","Individual septic tank","relative","change",0.46,"sewerage"
"Meath","2011-2016","Individual treatment not septic tank","absolute","change",116,"sewerage"
"Meath","2011-2016","Individual treatment not septic tank","relative","change",3.74,"sewerage"
"Meath","2011-2016","No sewerage facility","absolute","change",-12,"sewerage"
"Meath","2011-2016","No sewerage facility","relative","change",-18.18,"sewerage"
"Meath","2011-2016","Not stated","absolute","change",497,"sewerage"
"Meath","2011-2016","Not stated","relative","change",26.49,"sewerage"
"Meath","2011-2016","Other type of sewage","absolute","change",16,"sewerage"
"Meath","2011-2016","Other type of sewage","relative","change",5.54,"sewerage"
"Meath","2011-2016","Public scheme","absolute","change",1237,"sewerage"
"Meath","2011-2016","Public scheme","relative","change",3.23,"sewerage"
"Meath","2011-2016","built_all","absolute","change",1939,"built"
"Meath","2011-2016","built_all","relative","change",3.13,"built"
"Meath","2011-2016","built_none","absolute","change",862,"built"
"Meath","2011-2016","built_none","relative","change",37.53,"built"
"Meath","2011-2016","built_p19_70","absolute","change",-148,"built"
"Meath","2011-2016","built_p19_70","relative","change",-1.17,"built"
"Meath","2011-2016","built_p2016","absolute","change",0,"built"
"Meath","2011-2016","built_p2016","relative","change",NA,"built"
"Meath","2011-2016","built_y70_90","absolute","change",-95,"built"
"Meath","2011-2016","built_y70_90","relative","change",-0.69,"built"
"Meath","2011-2016","built_y91_15","absolute","change",1320,"built"
"Meath","2011-2016","built_y91_15","relative","change",3.97,"built"
"Meath","2011-2016","house_all","absolute","change",1939,"house_type"
"Meath","2011-2016","house_all","relative","change",3.13,"house_type"
"Meath","2011-2016","house_apart","absolute","change",456,"house_type"
"Meath","2011-2016","house_apart","relative","change",10.18,"house_type"
"Meath","2011-2016","house_detach","absolute","change",897,"house_type"
"Meath","2011-2016","house_detach","relative","change",2.75,"house_type"
"Meath","2011-2016","house_none","absolute","change",-92,"house_type"
"Meath","2011-2016","house_none","relative","change",-11.27,"house_type"
"Meath","2011-2016","house_scheme","absolute","change",678,"house_type"
"Meath","2011-2016","house_scheme","relative","change",2.83,"house_type"
"Meath","2011-2016","tenure_all","absolute","change",1939,"tenure"
"Meath","2011-2016","tenure_all","relative","change",3.13,"tenure"
"Meath","2011-2016","tenure_mort","absolute","change",-2139,"tenure"
"Meath","2011-2016","tenure_mort","relative","change",-7.17,"tenure"
"Meath","2011-2016","tenure_other","absolute","change",596,"tenure"
"Meath","2011-2016","tenure_other","relative","change",34.59,"tenure"
"Meath","2011-2016","tenure_owner","absolute","change",2263,"tenure"
"Meath","2011-2016","tenure_owner","relative","change",12.09,"tenure"
"Meath","2011-2016","tenure_rent","absolute","change",843,"tenure"
"Meath","2011-2016","tenure_rent","relative","change",9.93,"tenure"
"Meath","2011-2016","tenure_social","absolute","change",376,"tenure"
"Meath","2011-2016","tenure_social","relative","change",11.86,"tenure"
"Monaghan","2011-2016","All types of sewerage","absolute","change",436,"sewerage"
"Monaghan","2011-2016","All types of sewerage","relative","change",2.06,"sewerage"
"Monaghan","2011-2016","Individual septic tank","absolute","change",-58,"sewerage"
"Monaghan","2011-2016","Individual septic tank","relative","change",-0.55,"sewerage"
"Monaghan","2011-2016","Individual treatment not septic tank","absolute","change",-28,"sewerage"
"Monaghan","2011-2016","Individual treatment not septic tank","relative","change",-2.08,"sewerage"
"Monaghan","2011-2016","No sewerage facility","absolute","change",-16,"sewerage"
"Monaghan","2011-2016","No sewerage facility","relative","change",-36.36,"sewerage"
"Monaghan","2011-2016","Not stated","absolute","change",296,"sewerage"
"Monaghan","2011-2016","Not stated","relative","change",53.14,"sewerage"
"Monaghan","2011-2016","Other type of sewage","absolute","change",1,"sewerage"
"Monaghan","2011-2016","Other type of sewage","relative","change",0.76,"sewerage"
"Monaghan","2011-2016","Public scheme","absolute","change",241,"sewerage"
"Monaghan","2011-2016","Public scheme","relative","change",2.83,"sewerage"
"Monaghan","2011-2016","built_all","absolute","change",436,"built"
"Monaghan","2011-2016","built_all","relative","change",2.06,"built"
"Monaghan","2011-2016","built_none","absolute","change",501,"built"
"Monaghan","2011-2016","built_none","relative","change",88.36,"built"
"Monaghan","2011-2016","built_p19_70","absolute","change",-494,"built"
"Monaghan","2011-2016","built_p19_70","relative","change",-7.39,"built"
"Monaghan","2011-2016","built_p2016","absolute","change",0,"built"
"Monaghan","2011-2016","built_p2016","relative","change",NA,"built"
"Monaghan","2011-2016","built_y70_90","absolute","change",-96,"built"
"Monaghan","2011-2016","built_y70_90","relative","change",-1.77,"built"
"Monaghan","2011-2016","built_y91_15","absolute","change",525,"built"
"Monaghan","2011-2016","built_y91_15","relative","change",6.18,"built"
"Monaghan","2011-2016","house_all","absolute","change",436,"house_type"
"Monaghan","2011-2016","house_all","relative","change",2.06,"house_type"
"Monaghan","2011-2016","house_apart","absolute","change",-2,"house_type"
"Monaghan","2011-2016","house_apart","relative","change",-0.22,"house_type"
"Monaghan","2011-2016","house_detach","absolute","change",164,"house_type"
"Monaghan","2011-2016","house_detach","relative","change",1.2,"house_type"
"Monaghan","2011-2016","house_none","absolute","change",82,"house_type"
"Monaghan","2011-2016","house_none","relative","change",33.06,"house_type"
"Monaghan","2011-2016","house_scheme","absolute","change",192,"house_type"
"Monaghan","2011-2016","house_scheme","relative","change",3.04,"house_type"
"Monaghan","2011-2016","tenure_all","absolute","change",436,"tenure"
"Monaghan","2011-2016","tenure_all","relative","change",2.06,"tenure"
"Monaghan","2011-2016","tenure_mort","absolute","change",-668,"tenure"
"Monaghan","2011-2016","tenure_mort","relative","change",-8.91,"tenure"
"Monaghan","2011-2016","tenure_other","absolute","change",257,"tenure"
"Monaghan","2011-2016","tenure_other","relative","change",38.47,"tenure"
"Monaghan","2011-2016","tenure_owner","absolute","change",407,"tenure"
"Monaghan","2011-2016","tenure_owner","relative","change",4.77,"tenure"
"Monaghan","2011-2016","tenure_rent","absolute","change",231,"tenure"
"Monaghan","2011-2016","tenure_rent","relative","change",8.16,"tenure"
"Monaghan","2011-2016","tenure_social","absolute","change",209,"tenure"
"Monaghan","2011-2016","tenure_social","relative","change",12.69,"tenure"
"Offaly","2011-2016","All types of sewerage","absolute","change",641,"sewerage"
"Offaly","2011-2016","All types of sewerage","relative","change",2.41,"sewerage"
"Offaly","2011-2016","Individual septic tank","absolute","change",142,"sewerage"
"Offaly","2011-2016","Individual septic tank","relative","change",1.46,"sewerage"
"Offaly","2011-2016","Individual treatment not septic tank","absolute","change",-39,"sewerage"
"Offaly","2011-2016","Individual treatment not septic tank","relative","change",-2.97,"sewerage"
"Offaly","2011-2016","No sewerage facility","absolute","change",-2,"sewerage"
"Offaly","2011-2016","No sewerage facility","relative","change",-5.26,"sewerage"
"Offaly","2011-2016","Not stated","absolute","change",320,"sewerage"
"Offaly","2011-2016","Not stated","relative","change",45.71,"sewerage"
"Offaly","2011-2016","Other type of sewage","absolute","change",-27,"sewerage"
"Offaly","2011-2016","Other type of sewage","relative","change",-21.77,"sewerage"
"Offaly","2011-2016","Public scheme","absolute","change",247,"sewerage"
"Offaly","2011-2016","Public scheme","relative","change",1.69,"sewerage"
"Offaly","2011-2016","built_all","absolute","change",641,"built"
"Offaly","2011-2016","built_all","relative","change",2.41,"built"
"Offaly","2011-2016","built_none","absolute","change",532,"built"
"Offaly","2011-2016","built_none","relative","change",54.12,"built"
"Offaly","2011-2016","built_p19_70","absolute","change",-201,"built"
"Offaly","2011-2016","built_p19_70","relative","change",-2.41,"built"
"Offaly","2011-2016","built_p2016","absolute","change",0,"built"
"Offaly","2011-2016","built_p2016","relative","change",NA,"built"
"Offaly","2011-2016","built_y70_90","absolute","change",20,"built"
"Offaly","2011-2016","built_y70_90","relative","change",0.36,"built"
"Offaly","2011-2016","built_y91_15","absolute","change",290,"built"
"Offaly","2011-2016","built_y91_15","relative","change",2.49,"built"
"Offaly","2011-2016","house_all","absolute","change",641,"house_type"
"Offaly","2011-2016","house_all","relative","change",2.41,"house_type"
"Offaly","2011-2016","house_apart","absolute","change",19,"house_type"
"Offaly","2011-2016","house_apart","relative","change",1.95,"house_type"
"Offaly","2011-2016","house_detach","absolute","change",416,"house_type"
"Offaly","2011-2016","house_detach","relative","change",2.72,"house_type"
"Offaly","2011-2016","house_none","absolute","change",36,"house_type"
"Offaly","2011-2016","house_none","relative","change",9.4,"house_type"
"Offaly","2011-2016","house_scheme","absolute","change",170,"house_type"
"Offaly","2011-2016","house_scheme","relative","change",1.72,"house_type"
"Offaly","2011-2016","tenure_all","absolute","change",641,"tenure"
"Offaly","2011-2016","tenure_all","relative","change",2.41,"tenure"
"Offaly","2011-2016","tenure_mort","absolute","change",-740,"tenure"
"Offaly","2011-2016","tenure_mort","relative","change",-7.62,"tenure"
"Offaly","2011-2016","tenure_other","absolute","change",332,"tenure"
"Offaly","2011-2016","tenure_other","relative","change",42.51,"tenure"
"Offaly","2011-2016","tenure_owner","absolute","change",609,"tenure"
"Offaly","2011-2016","tenure_owner","relative","change",5.91,"tenure"
"Offaly","2011-2016","tenure_rent","absolute","change",107,"tenure"
"Offaly","2011-2016","tenure_rent","relative","change",2.96,"tenure"
"Offaly","2011-2016","tenure_social","absolute","change",333,"tenure"
"Offaly","2011-2016","tenure_social","relative","change",15.68,"tenure"
"Roscommon","2011-2016","All types of sewerage","absolute","change",361,"sewerage"
"Roscommon","2011-2016","All types of sewerage","relative","change",1.53,"sewerage"
"Roscommon","2011-2016","Individual septic tank","absolute","change",-123,"sewerage"
"Roscommon","2011-2016","Individual septic tank","relative","change",-0.94,"sewerage"
"Roscommon","2011-2016","Individual treatment not septic tank","absolute","change",-87,"sewerage"
"Roscommon","2011-2016","Individual treatment not septic tank","relative","change",-7.79,"sewerage"
"Roscommon","2011-2016","No sewerage facility","absolute","change",-20,"sewerage"
"Roscommon","2011-2016","No sewerage facility","relative","change",-32.79,"sewerage"
"Roscommon","2011-2016","Not stated","absolute","change",136,"sewerage"
"Roscommon","2011-2016","Not stated","relative","change",23.05,"sewerage"
"Roscommon","2011-2016","Other type of sewage","absolute","change",14,"sewerage"
"Roscommon","2011-2016","Other type of sewage","relative","change",15.22,"sewerage"
"Roscommon","2011-2016","Public scheme","absolute","change",441,"sewerage"
"Roscommon","2011-2016","Public scheme","relative","change",5.1,"sewerage"
"Roscommon","2011-2016","built_all","absolute","change",361,"built"
"Roscommon","2011-2016","built_all","relative","change",1.53,"built"
"Roscommon","2011-2016","built_none","absolute","change",356,"built"
"Roscommon","2011-2016","built_none","relative","change",56.15,"built"
"Roscommon","2011-2016","built_p19_70","absolute","change",-427,"built"
"Roscommon","2011-2016","built_p19_70","relative","change",-5.61,"built"
"Roscommon","2011-2016","built_p2016","absolute","change",0,"built"
"Roscommon","2011-2016","built_p2016","relative","change",NA,"built"
"Roscommon","2011-2016","built_y70_90","absolute","change",-93,"built"
"Roscommon","2011-2016","built_y70_90","relative","change",-1.87,"built"
"Roscommon","2011-2016","built_y91_15","absolute","change",525,"built"
"Roscommon","2011-2016","built_y91_15","relative","change",5.06,"built"
"Roscommon","2011-2016","house_all","absolute","change",361,"house_type"
"Roscommon","2011-2016","house_all","relative","change",1.53,"house_type"
"Roscommon","2011-2016","house_apart","absolute","change",27,"house_type"
"Roscommon","2011-2016","house_apart","relative","change",4.72,"house_type"
"Roscommon","2011-2016","house_detach","absolute","change",198,"house_type"
"Roscommon","2011-2016","house_detach","relative","change",1.12,"house_type"
"Roscommon","2011-2016","house_none","absolute","change",4,"house_type"
"Roscommon","2011-2016","house_none","relative","change",1.34,"house_type"
"Roscommon","2011-2016","house_scheme","absolute","change",132,"house_type"
"Roscommon","2011-2016","house_scheme","relative","change",2.58,"house_type"
"Roscommon","2011-2016","tenure_all","absolute","change",361,"tenure"
"Roscommon","2011-2016","tenure_all","relative","change",1.53,"tenure"
"Roscommon","2011-2016","tenure_mort","absolute","change",-644,"tenure"
"Roscommon","2011-2016","tenure_mort","relative","change",-8.25,"tenure"
"Roscommon","2011-2016","tenure_other","absolute","change",190,"tenure"
"Roscommon","2011-2016","tenure_other","relative","change",25.37,"tenure"
"Roscommon","2011-2016","tenure_owner","absolute","change",530,"tenure"
"Roscommon","2011-2016","tenure_owner","relative","change",5.03,"tenure"
"Roscommon","2011-2016","tenure_rent","absolute","change",133,"tenure"
"Roscommon","2011-2016","tenure_rent","relative","change",4.32,"tenure"
"Roscommon","2011-2016","tenure_social","absolute","change",152,"tenure"
"Roscommon","2011-2016","tenure_social","relative","change",10.65,"tenure"
"Sligo","2011-2016","All types of sewerage","absolute","change",333,"sewerage"
"Sligo","2011-2016","All types of sewerage","relative","change",1.36,"sewerage"
"Sligo","2011-2016","Individual septic tank","absolute","change",34,"sewerage"
"Sligo","2011-2016","Individual septic tank","relative","change",0.33,"sewerage"
"Sligo","2011-2016","Individual treatment not septic tank","absolute","change",-35,"sewerage"
"Sligo","2011-2016","Individual treatment not septic tank","relative","change",-4.17,"sewerage"
"Sligo","2011-2016","No sewerage facility","absolute","change",-12,"sewerage"
"Sligo","2011-2016","No sewerage facility","relative","change",-23.08,"sewerage"
"Sligo","2011-2016","Not stated","absolute","change",-6,"sewerage"
"Sligo","2011-2016","Not stated","relative","change",-0.65,"sewerage"
"Sligo","2011-2016","Other type of sewage","absolute","change",-13,"sewerage"
"Sligo","2011-2016","Other type of sewage","relative","change",-8.55,"sewerage"
"Sligo","2011-2016","Public scheme","absolute","change",365,"sewerage"
"Sligo","2011-2016","Public scheme","relative","change",2.98,"sewerage"
"Sligo","2011-2016","built_all","absolute","change",333,"built"
"Sligo","2011-2016","built_all","relative","change",1.36,"built"
"Sligo","2011-2016","built_none","absolute","change",230,"built"
"Sligo","2011-2016","built_none","relative","change",19.43,"built"
"Sligo","2011-2016","built_p19_70","absolute","change",-284,"built"
"Sligo","2011-2016","built_p19_70","relative","change",-3.93,"built"
"Sligo","2011-2016","built_p2016","absolute","change",0,"built"
"Sligo","2011-2016","built_p2016","relative","change",NA,"built"
"Sligo","2011-2016","built_y70_90","absolute","change",-61,"built"
"Sligo","2011-2016","built_y70_90","relative","change",-1.06,"built"
"Sligo","2011-2016","built_y91_15","absolute","change",448,"built"
"Sligo","2011-2016","built_y91_15","relative","change",4.36,"built"
"Sligo","2011-2016","house_all","absolute","change",333,"house_type"
"Sligo","2011-2016","house_all","relative","change",1.36,"house_type"
"Sligo","2011-2016","house_apart","absolute","change",52,"house_type"
"Sligo","2011-2016","house_apart","relative","change",3.46,"house_type"
"Sligo","2011-2016","house_detach","absolute","change",340,"house_type"
"Sligo","2011-2016","house_detach","relative","change",2.45,"house_type"
"Sligo","2011-2016","house_none","absolute","change",-243,"house_type"
"Sligo","2011-2016","house_none","relative","change",-48.99,"house_type"
"Sligo","2011-2016","house_scheme","absolute","change",184,"house_type"
"Sligo","2011-2016","house_scheme","relative","change",2.15,"house_type"
"Sligo","2011-2016","tenure_all","absolute","change",333,"tenure"
"Sligo","2011-2016","tenure_all","relative","change",1.36,"tenure"
"Sligo","2011-2016","tenure_mort","absolute","change",-674,"tenure"
"Sligo","2011-2016","tenure_mort","relative","change",-8.79,"tenure"
"Sligo","2011-2016","tenure_other","absolute","change",102,"tenure"
"Sligo","2011-2016","tenure_other","relative","change",10.28,"tenure"
"Sligo","2011-2016","tenure_owner","absolute","change",654,"tenure"
"Sligo","2011-2016","tenure_owner","relative","change",6.88,"tenure"
"Sligo","2011-2016","tenure_rent","absolute","change",-102,"tenure"
"Sligo","2011-2016","tenure_rent","relative","change",-2.51,"tenure"
"Sligo","2011-2016","tenure_social","absolute","change",353,"tenure"
"Sligo","2011-2016","tenure_social","relative","change",16.02,"tenure"
"South Dublin","2011-2016","All types of sewerage","absolute","change",2516,"sewerage"
"South Dublin","2011-2016","All types of sewerage","relative","change",2.8,"sewerage"
"South Dublin","2011-2016","Individual septic tank","absolute","change",-73,"sewerage"
"South Dublin","2011-2016","Individual septic tank","relative","change",-4.02,"sewerage"
"South Dublin","2011-2016","Individual treatment not septic tank","absolute","change",-9,"sewerage"
"South Dublin","2011-2016","Individual treatment not septic tank","relative","change",-3.66,"sewerage"
"South Dublin","2011-2016","No sewerage facility","absolute","change",-3,"sewerage"
"South Dublin","2011-2016","No sewerage facility","relative","change",-6.98,"sewerage"
"South Dublin","2011-2016","Not stated","absolute","change",1131,"sewerage"
"South Dublin","2011-2016","Not stated","relative","change",33.33,"sewerage"
"South Dublin","2011-2016","Other type of sewage","absolute","change",22,"sewerage"
"South Dublin","2011-2016","Other type of sewage","relative","change",10.73,"sewerage"
"South Dublin","2011-2016","Public scheme","absolute","change",1448,"sewerage"
"South Dublin","2011-2016","Public scheme","relative","change",1.72,"sewerage"
"South Dublin","2011-2016","built_all","absolute","change",2516,"built"
"South Dublin","2011-2016","built_all","relative","change",2.8,"built"
"South Dublin","2011-2016","built_none","absolute","change",1688,"built"
"South Dublin","2011-2016","built_none","relative","change",37.55,"built"
"South Dublin","2011-2016","built_p19_70","absolute","change",357,"built"
"South Dublin","2011-2016","built_p19_70","relative","change",2.1,"built"
"South Dublin","2011-2016","built_p2016","absolute","change",0,"built"
"South Dublin","2011-2016","built_p2016","relative","change",NA,"built"
"South Dublin","2011-2016","built_y70_90","absolute","change",-715,"built"
"South Dublin","2011-2016","built_y70_90","relative","change",-2.03,"built"
"South Dublin","2011-2016","built_y91_15","absolute","change",1186,"built"
"South Dublin","2011-2016","built_y91_15","relative","change",3.58,"built"
"South Dublin","2011-2016","house_all","absolute","change",2516,"house_type"
"South Dublin","2011-2016","house_all","relative","change",2.8,"house_type"
"South Dublin","2011-2016","house_apart","absolute","change",1629,"house_type"
"South Dublin","2011-2016","house_apart","relative","change",14.58,"house_type"
"South Dublin","2011-2016","house_detach","absolute","change",183,"house_type"
"South Dublin","2011-2016","house_detach","relative","change",1.93,"house_type"
"South Dublin","2011-2016","house_none","absolute","change",-254,"house_type"
"South Dublin","2011-2016","house_none","relative","change",-15.72,"house_type"
"South Dublin","2011-2016","house_scheme","absolute","change",958,"house_type"
"South Dublin","2011-2016","house_scheme","relative","change",1.42,"house_type"
"South Dublin","2011-2016","tenure_all","absolute","change",2516,"tenure"
"South Dublin","2011-2016","tenure_all","relative","change",2.8,"tenure"
"South Dublin","2011-2016","tenure_mort","absolute","change",-3138,"tenure"
"South Dublin","2011-2016","tenure_mort","relative","change",-8.39,"tenure"
"South Dublin","2011-2016","tenure_other","absolute","change",1709,"tenure"
"South Dublin","2011-2016","tenure_other","relative","change",96.55,"tenure"
"South Dublin","2011-2016","tenure_owner","absolute","change",3283,"tenure"
"South Dublin","2011-2016","tenure_owner","relative","change",12.97,"tenure"
"South Dublin","2011-2016","tenure_rent","absolute","change",-8,"tenure"
"South Dublin","2011-2016","tenure_rent","relative","change",-0.05,"tenure"
"South Dublin","2011-2016","tenure_social","absolute","change",670,"tenure"
"South Dublin","2011-2016","tenure_social","relative","change",6.54,"tenure"
"State","2011-2016","All types of sewerage","absolute","change",48257,"sewerage"
"State","2011-2016","All types of sewerage","relative","change",2.93,"sewerage"
"State","2011-2016","Individual septic tank","absolute","change",667,"sewerage"
"State","2011-2016","Individual septic tank","relative","change",0.15,"sewerage"
"State","2011-2016","Individual treatment not septic tank","absolute","change",491,"sewerage"
"State","2011-2016","Individual treatment not septic tank","relative","change",0.98,"sewerage"
"State","2011-2016","No sewerage facility","absolute","change",-289,"sewerage"
"State","2011-2016","No sewerage facility","relative","change",-11.31,"sewerage"
"State","2011-2016","Not stated","absolute","change",20668,"sewerage"
"State","2011-2016","Not stated","relative","change",36.16,"sewerage"
"State","2011-2016","Other type of sewage","absolute","change",737,"sewerage"
"State","2011-2016","Other type of sewage","relative","change",7.87,"sewerage"
"State","2011-2016","Public scheme","absolute","change",25983,"sewerage"
"State","2011-2016","Public scheme","relative","change",2.38,"sewerage"
"State","2011-2016","built_all","absolute","change",48257,"built"
"State","2011-2016","built_all","relative","change",2.93,"built"
"State","2011-2016","built_none","absolute","change",34512,"built"
"State","2011-2016","built_none","relative","change",43.35,"built"
"State","2011-2016","built_p19_70","absolute","change",-13941,"built"
"State","2011-2016","built_p19_70","relative","change",-2.75,"built"
"State","2011-2016","built_p2016","absolute","change",0,"built"
"State","2011-2016","built_p2016","relative","change",NA,"built"
"State","2011-2016","built_y70_90","absolute","change",-2093,"built"
"State","2011-2016","built_y70_90","relative","change",-0.54,"built"
"State","2011-2016","built_y91_15","absolute","change",29779,"built"
"State","2011-2016","built_y91_15","relative","change",4.4,"built"
"State","2011-2016","house_all","absolute","change",48257,"house_type"
"State","2011-2016","house_all","relative","change",2.93,"house_type"
"State","2011-2016","house_apart","absolute","change",20863,"house_type"
"State","2011-2016","house_apart","relative","change",11.38,"house_type"
"State","2011-2016","house_detach","absolute","change",15264,"house_type"
"State","2011-2016","house_detach","relative","change",2.18,"house_type"
"State","2011-2016","house_none","absolute","change",-5911,"house_type"
"State","2011-2016","house_none","relative","change",-21.28,"house_type"
"State","2011-2016","house_scheme","absolute","change",18041,"house_type"
"State","2011-2016","house_scheme","relative","change",2.44,"house_type"
"State","2011-2016","tenure_all","absolute","change",48257,"tenure"
"State","2011-2016","tenure_all","relative","change",2.93,"tenure"
"State","2011-2016","tenure_mort","absolute","change",-47473,"tenure"
"State","2011-2016","tenure_mort","relative","change",-8.14,"tenure"
"State","2011-2016","tenure_other","absolute","change",30310,"tenure"
"State","2011-2016","tenure_other","relative","change",60.46,"tenure"
"State","2011-2016","tenure_owner","absolute","change",45101,"tenure"
"State","2011-2016","tenure_owner","relative","change",7.96,"tenure"
"State","2011-2016","tenure_rent","absolute","change",4351,"tenure"
"State","2011-2016","tenure_rent","relative","change",1.42,"tenure"
"State","2011-2016","tenure_social","absolute","change",15968,"tenure"
"State","2011-2016","tenure_social","relative","change",11.09,"tenure"
"Tipperary","2011-2016","All types of sewerage","absolute","change",796,"sewerage"
"Tipperary","2011-2016","All types of sewerage","relative","change",1.37,"sewerage"
"Tipperary","2011-2016","Individual septic tank","absolute","change",40,"sewerage"
"Tipperary","2011-2016","Individual septic tank","relative","change",0.16,"sewerage"
"Tipperary","2011-2016","Individual treatment not septic tank","absolute","change",-14,"sewerage"
"Tipperary","2011-2016","Individual treatment not septic tank","relative","change",-0.71,"sewerage"
"Tipperary","2011-2016","No sewerage facility","absolute","change",-25,"sewerage"
"Tipperary","2011-2016","No sewerage facility","relative","change",-21.01,"sewerage"
"Tipperary","2011-2016","Not stated","absolute","change",329,"sewerage"
"Tipperary","2011-2016","Not stated","relative","change",20.58,"sewerage"
"Tipperary","2011-2016","Other type of sewage","absolute","change",26,"sewerage"
"Tipperary","2011-2016","Other type of sewage","relative","change",9.06,"sewerage"
"Tipperary","2011-2016","Public scheme","absolute","change",440,"sewerage"
"Tipperary","2011-2016","Public scheme","relative","change",1.48,"sewerage"
"Tipperary","2011-2016","built_all","absolute","change",796,"built"
"Tipperary","2011-2016","built_all","relative","change",1.37,"built"
"Tipperary","2011-2016","built_none","absolute","change",735,"built"
"Tipperary","2011-2016","built_none","relative","change",31.2,"built"
"Tipperary","2011-2016","built_p19_70","absolute","change",-720,"built"
"Tipperary","2011-2016","built_p19_70","relative","change",-3.49,"built"
"Tipperary","2011-2016","built_p2016","absolute","change",0,"built"
"Tipperary","2011-2016","built_p2016","relative","change",NA,"built"
"Tipperary","2011-2016","built_y70_90","absolute","change",-6,"built"
"Tipperary","2011-2016","built_y70_90","relative","change",-0.05,"built"
"Tipperary","2011-2016","built_y91_15","absolute","change",787,"built"
"Tipperary","2011-2016","built_y91_15","relative","change",3.47,"built"
"Tipperary","2011-2016","house_all","absolute","change",796,"house_type"
"Tipperary","2011-2016","house_all","relative","change",1.37,"house_type"
"Tipperary","2011-2016","house_apart","absolute","change",91,"house_type"
"Tipperary","2011-2016","house_apart","relative","change",4.47,"house_type"
"Tipperary","2011-2016","house_detach","absolute","change",382,"house_type"
"Tipperary","2011-2016","house_detach","relative","change",1.12,"house_type"
"Tipperary","2011-2016","house_none","absolute","change",-33,"house_type"
"Tipperary","2011-2016","house_none","relative","change",-3.9,"house_type"
"Tipperary","2011-2016","house_scheme","absolute","change",356,"house_type"
"Tipperary","2011-2016","house_scheme","relative","change",1.67,"house_type"
"Tipperary","2011-2016","tenure_all","absolute","change",796,"tenure"
"Tipperary","2011-2016","tenure_all","relative","change",1.37,"tenure"
"Tipperary","2011-2016","tenure_mort","absolute","change",-2226,"tenure"
"Tipperary","2011-2016","tenure_mort","relative","change",-11.22,"tenure"
"Tipperary","2011-2016","tenure_other","absolute","change",737,"tenure"
"Tipperary","2011-2016","tenure_other","relative","change",37.45,"tenure"
"Tipperary","2011-2016","tenure_owner","absolute","change",1338,"tenure"
"Tipperary","2011-2016","tenure_owner","relative","change",5.8,"tenure"
"Tipperary","2011-2016","tenure_rent","absolute","change",44,"tenure"
"Tipperary","2011-2016","tenure_rent","relative","change",0.56,"tenure"
"Tipperary","2011-2016","tenure_social","absolute","change",903,"tenure"
"Tipperary","2011-2016","tenure_social","relative","change",16.3,"tenure"
"Waterford City and County","2011-2016","All types of sewerage","absolute","change",1216,"sewerage"
"Waterford City and County","2011-2016","All types of sewerage","relative","change",2.88,"sewerage"
"Waterford City and County","2011-2016","Individual septic tank","absolute","change",-3,"sewerage"
"Waterford City and County","2011-2016","Individual septic tank","relative","change",-0.03,"sewerage"
"Waterford City and County","2011-2016","Individual treatment not septic tank","absolute","change",16,"sewerage"
"Waterford City and County","2011-2016","Individual treatment not septic tank","relative","change",1.27,"sewerage"
"Waterford City and County","2011-2016","No sewerage facility","absolute","change",-11,"sewerage"
"Waterford City and County","2011-2016","No sewerage facility","relative","change",-16.67,"sewerage"
"Waterford City and County","2011-2016","Not stated","absolute","change",600,"sewerage"
"Waterford City and County","2011-2016","Not stated","relative","change",48.66,"sewerage"
"Waterford City and County","2011-2016","Other type of sewage","absolute","change",-5,"sewerage"
"Waterford City and County","2011-2016","Other type of sewage","relative","change",-1.76,"sewerage"
"Waterford City and County","2011-2016","Public scheme","absolute","change",619,"sewerage"
"Waterford City and County","2011-2016","Public scheme","relative","change",2.14,"sewerage"
"Waterford City and County","2011-2016","built_all","absolute","change",1216,"built"
"Waterford City and County","2011-2016","built_all","relative","change",2.88,"built"
"Waterford City and County","2011-2016","built_none","absolute","change",723,"built"
"Waterford City and County","2011-2016","built_none","relative","change",36.42,"built"
"Waterford City and County","2011-2016","built_p19_70","absolute","change",-112,"built"
"Waterford City and County","2011-2016","built_p19_70","relative","change",-0.86,"built"
"Waterford City and County","2011-2016","built_p2016","absolute","change",0,"built"
"Waterford City and County","2011-2016","built_p2016","relative","change",NA,"built"
"Waterford City and County","2011-2016","built_y70_90","absolute","change",-145,"built"
"Waterford City and County","2011-2016","built_y70_90","relative","change",-1.4,"built"
"Waterford City and County","2011-2016","built_y91_15","absolute","change",750,"built"
"Waterford City and County","2011-2016","built_y91_15","relative","change",4.43,"built"
"Waterford City and County","2011-2016","house_all","absolute","change",1216,"house_type"
"Waterford City and County","2011-2016","house_all","relative","change",2.88,"house_type"
"Waterford City and County","2011-2016","house_apart","absolute","change",424,"house_type"
"Waterford City and County","2011-2016","house_apart","relative","change",16.45,"house_type"
"Waterford City and County","2011-2016","house_detach","absolute","change",322,"house_type"
"Waterford City and County","2011-2016","house_detach","relative","change",1.74,"house_type"
"Waterford City and County","2011-2016","house_none","absolute","change",-113,"house_type"
"Waterford City and County","2011-2016","house_none","relative","change",-16.12,"house_type"
"Waterford City and County","2011-2016","house_scheme","absolute","change",583,"house_type"
"Waterford City and County","2011-2016","house_scheme","relative","change",2.84,"house_type"
